1,2
neutral,"b/ 어 그 이후에 한번 나왔을걸.
"
happy,"b/ 아 그래 이게 원조인가? 
"
neutral,"이게 원조 아니야?
"
neutral,"그런 거 같애요.
"
happy,"저 이거 좋아하거든요, 말 이렇게 바꾸는 거.
"
happy,"아 맞아 어우 그거 너무 재밌어.
"
happy,"재밌잖아요, 그냥 별거 아닌, 아니더라도.
"
happy,"그래서 남자가 되게 너무 귀여운 l/ 정형돈 팬이라고 막 하면서.
"
neutral,"b/ 아 u/ 신나 보이더라.
"
happy,"b/ 정형돈 좋아서 어쩔 줄 몰라 하고 근데 저도 실제로 연예인 보면 그럴 거 같애요.
"
neutral,"b/ 아 근데 너무 u/.
"
happy,"너무 좋아서 정신없어서 아무 u/.
"
happy,"그 할머니처럼? l/
"
happy,"b/ 조용, 종이 좀 갖고 와 보라고. 
"
happy,"b/ 아 l/ 할아버지가 종이 그 그 갑자기 가지러 가는 게 너무 웃겨.
"
happy,"l/ 근데 모르는 사람이야 심지어. l/
"
happy,"근데 얼마나 급했으면 모르는 사람한테 그렇게 가져오라고 b/ 근데 할아버지도 착하신 거 같애.
"
happy,"c/ 달려가서 막 가지러 가는 게 너무 착하신 거 같은거예요.
"
happy,"그리고 또 유재석이랑 같은 돌출입이라고 하고.
"
happy,"c/ 유재석 씨 너무 사랑한다고.
"
happy,"막 무한도전인데 패밀리가 떴다 막 u/. l/
"
happy,"b/ 너무 웃겼어요 진짜.
"
neutral,"b/ 아 그 부산 그 어머니도.
"
happy,"아 맨 처음엔 좀 정신없었는데 대포폰 너무 웃겨요.
"
happy,"l/ 나의 무한도전 영원하라.
"
happy,"마지막에 가면서 영원하라 하면서 이름 얘기하고.
"
happy,"c/ 아 그리고 슈퍼 지분 얼마 안, 슈퍼 얼마 돈 못 번다고 아저씨 계시는 앞에서 말하는 게 너무 웃긴 거예요.
"
neutral,"b/ 지분 좀 있나 보셔.
"
neutral,"무한도전.
"
neutral,"c/ 그렇게 일반인들 나와서 예능 그렇게 우연치 않게 그 출연하는 게 너무 재밌는 거 같애요. n/
"
neutral,"맞아 맞아, 예상치 못한 어 특히 무한도전이 그게 제일 더 재밌었던 거 같애.
"
neutral,"자연스럽고 어어.
"
neutral,"그것도 유명하잖아. 
"
neutral,"노홍철이 회사원한테 그 막 그 옛날, 옛날 시대 분장하고 노홍철이 직급이 뭐요 그러니까 노비요.
"
neutral,"아 그거 뭔지 알지?
"
neutral,"b/ 아 아니요.
"
neutral,"c/ 저 그 잘 무한도전 영상을 많이 찾아보진 않아가지고.
"
happy,"이거 진짜 웃겨, 이것도 진짜 재 l/ 솔직히 그거는 시민이 다 했어.
"
happy,"찾아봐야겠다. l/
"
neutral,"으음 너무 재밌다.
"
neutral,"이거는 앞으로 찾아볼 거 같애요.
"
neutral,"계속 들어와서 보게 되는 영상 있잖아요.
"
neutral,"아 뭔가 평생 찾아볼 거 같애, 전 사실 새로운 영상을 뭐 보기보다는 봤던 영상을 또 보거든요.
"
neutral,"응 n/ 아 나도.
"
neutral,"나도 봤던 거 내가 재밌었던 거 계속 보고, 그거 또 보고 또 보고하는 스타일.
"
happy,"제목도 막 외우게 되지 않아요?
"
happy,"예를 들면 과일 싫어하시는 과일가게 사장님.
"
happy,"l/ b/ 무한도전 레전드.
"
happy,"c/ 딱 외워가지고 막. l/
"
neutral,"되게 재밌었는데.
"
neutral,"진짜 지금 무한도전 안 하잖아요.
"
neutral,"응 안 한, 폐지, 폐지됐지.
"
neutral,"c/ 아쉬, 아 아쉬워.
"
sad,"진짜 너무 아쉬워.
"
neutral,"또 그래도 비슷한 예능 또 많이 나오는 거 같애서. l/
"
neutral,"어 옛날에 무한도전이랑 1박 2일이랑 엄청 양대 산맥 이었잖아.
"
neutral,"나 그거 두 개다 봤는데.
"
happy,"너무 재밌어요.
"
happy,"근, 근데 이렇게 재밌는 영상을 이렇게 스스로 좋아하는 거를 이렇게 모음집으로 만들어가지고 계속 찾아보면은 기분 안 좋을 때도 어쩔 수 없이 기분이 막 좋아지고.
"
neutral,"c/ u/ 너무 좋은 거 같애요.
"
happy,"약간 우울한 거 해소시켜주는 영상들.
"
neutral,"맞아요, 그러면서 또 뭐 기분 괜찮아지고 자기 할 일 잘하게 되고 되게 좋은 거 같애요, 사소하지만.
"
happy,"n/ 그래서 소확행 이것도 소확행인 거 같애.l/
"
happy,"아 언니 영상. l/
"
happy,"와 b/ 디데이가 이런 거였어? b/
"
neutral,"b/ 하 지진 지진이었지, 그거?
"
neutral,"c/ 자연재해.
"
neutral,"맞아요 지진.
"
neutral,"b/ 이게 좀 요 저는 원래 자연재해 진짜 관심이 많고 지, 지구환경에도 되게 관심이 많아서 그거에 대한 글을 쓰고 싶어서 처음에 문예 창작학과도 들어간 거고 해서 저는 평소에 되게 관심이 많아요.
"
happy,"근데 사람들은 별로 관심이 없는데 요즘 좀 더 관심이 많아진 거 같더라고요.
"
neutral,"아무래도 그 무슨 날이 시국이 시국인지라 그리고 비도 계속 오고.
"
neutral,"너무 여러 개가 겹쳐가지고 총체적 난국이라고 해야 되나?
"
neutral,"진짜 올 어 올여름 망했어. l/
"
neutral,"c/ 영상처럼.
"
neutral,"진짜 그니까 하나 문제가 생기면 그 문제만 있는 게 아니고 엎친 데 덮친 격으로 다른 문제들이 계속 터지잖아요.
"
fear,"지진, 지진이 일어났는데 뭐 화재도도 날 거고, 뭐 교통사고도 나고, 이런 게 되게 무서운 거 같애요.
"
neutral,"작년인가 재작년 때 너 왜 그 경주에서 경, 지진 엄청 크게 났었잖아.
"
neutral,"어 그때 김제에 있었는 그땐가? 
"
neutral,"나 김제에 있었는데도 엄청 난리 나고 아예 그 해는 수능도 취, 연기되고.
"
neutral,"진짜 u/ 힘들고 특히 통신망이 안되니까 카톡 막 따운 안되고 그랬었잖아.
"
neutral,"다들 걱정하고.
"
neutral,"이게 우리가 예측할 수도 없는 거고 또 뭐 이게 위험한 건 알고 있어도 사람들이 일일이 조심하지 않으니까 모든 사람이 엄청 조심하는 건 아니잖아요. 
"
neutral,"c/ 사실 와닿지 않으면 별로 신경 쓰게 되지 않는 거고.
"
fear,"c/ 이번 코로나도 어 뭐라고 말해야 되지, 되게 와닿을 텐데 별로 신경 안 쓰고 부주의한 사람들도 있고 그러다 보니까 계속 바이러스가 계속 퍼지고 되게 무서운 거 같애요.
"
neutral,"재난이 u/ 나 원래는 재난이라고 하면은 우리가 봤던 것처럼 지진이라던지 뭐 쓰나미 이런 거, 이런 것만 생각을 했는데 요즘에는 바이러스도 확실히 재난은 맞는 거 같애.
"
neutral,"사람이 죽으니까.
"
fear,"u/ 어 그게 제일 무서워 솔직히.
"
neutral,"그리고 원래 내가 재난 영화 같은 것도 되게 좋아하거든.
"
neutral,"b/ 그래서 그런 것도 많이 보고 그랬는데, 원래는 그거를 약간 영화 속 시련 ?
"
fear,"c/ 약간 나랑은 좀 동떨어진 거로 생각을 했었는데 막 경주에 있을 때도 지진 나고 또 크고 작은 지진도 지진들이 계속 나오고 태풍도 이번에 심하게 왔었고 u/ 그런 걸 보면은 더 이상은 이제 남일이 아닌 거 같은 느낌이 드니까 조금 더 불안해지고.
"
neutral,"잘 보게 되고. b/
"
neutral,"근데 이게 뭐 우리가 아무리 잘한다고 해서 문제가 해결될 것도 아니고 b/ 어떻게 해야 될지 정말 모르겠어요.
"
neutral,"c/ 이걸 보는데 이 날이 언제일지가 모르는 거잖아요.
"
neutral,"c/ 오늘이 될지도 모르고 내일이 될지도 모르고 그거를 좀 경각심을 일깨워주기 위해서 제목을 디데이로 한 거 같애요.
"
neutral,"으응 아 그렇게 생각할 수도 있겠다.
"
fear,"무서워 무, 좀 불안해지고 무서웠어.
"
neutral,"아무 생각 없다가도 이런 거 보면 저 되게 불안해지고 심각해지고.
"
neutral,"맞아 맞아, 어 괜히 불안해지고 어 약간 당장 지금 이 상황 그렇게 되면 어떡하지 이런 생각 들고.
"
fear,"되게 불안해져, 그런 것들 보면.
"
neutral,"c/ 되게 또 실감 나게 잘 영상에서 표현돼있어 가지고. b/
"
sad,"진짜 왜 그 엄마랑 애기 죽는 게 진짜. 
"
sad,"애기 죽었을 거 같애.
"
sad,"b/ 그니까 뭔가 마지막 화면에 애기가 안 나왔잖아요.
"
sad,"c/ 아까 벨트 막 매 이랬는데 애기가 안 보이고 그래서 뭔가 애기, 애기 왜 화면에 안 비춰주지 l/ 기다렸어. l/
"
neutral,"l/ b/ 나는 안 타고 난 그 로봇만 애기가 어 로보트 있는데 그 u/ 이렇게 굴러다녔잖아.
"
sad,"c/ 그거 보고 아 애기도 죽었을 거 같은.
"
neutral,"응 그럴 수도 있겠다.
"
neutral,"연출이 그렇게 됐을 거 같애.
"
fear,"마지막에 차끼리 이렇게 박는 것도 너무 무서웠어요.
"
sad,"끝까지 엄마가 애기 챙기는 그것도 너무 마음 아팠어, 그게.
"
neutral,"그니까요 너무 다급하면은 모든 걸 내려놔야 되는 거 잖아요.
"
neutral,"애기한테 소중한 물건인 로봇도 그렇고, 엄마한테 그런 구두도 그렇고.
"
neutral,"b/ 맞아, 구두도 좀 중요했던 거 같지?
"
neutral,"나 먼저 해?
"
neutral,"c/ 응 n/ 그 뭐야 잠꼬대 군대 얘기하니까 군대에서 그거 있어.
"
neutral,"옛날 단체로 사스였나, 메르스였나? n/
"
neutral,"그거 여가 지고 애들이 집 단체로 해가지고 이제 다 갇혀있었단 말야.
"
neutral,"c/ 거기서 이제 애들이 아프니까 낑낑댄단 말야.
"
neutral,"글다가 이제 자다가 갑자기 진짜 어쩐 u/ 미친 듯이 우와아하고 그러고 그러고 인나갖고 갑자기 u/ 놀래가지고 봤더니 그러고 자 이 자식이.
"
neutral,"그래가지고 씨 어 잠꼬대, 근데 그러고 며칠 u/ 상습범이야 그게 자다가 지 혼자 와하고 소리치고 아 그놈이랑 같은 방이었다가 죽을 뻔했지, 진짜.
"
neutral,"그거랑 너는 뭐 u/ 그런 애들 없어 막 이상하게 막 잠꼬대하는 애들?
"
neutral,"나는 내가 코골이가 심해가지고 그 선임이 나한테 방독면 쓰고 자 이랬어.
"
neutral,"그래가지고 내가 방독면을 진짜 쓰고 잘라고 했다가 이제 개 털렸지.
"
happy,"쓰라던 놈 어딨냐 쓰라는 놈 잡아 와라 이러고 그 새벽에 u/ 생활관 바깥쪽으로 나가 가지고 털렸지.
"
neutral,"근데 결국 안 고쳐졌어.
"
neutral,"그 코골이는.
"
neutral,"근데 나는 어느 순간 그냥 안 고는 것 같드라, 코골이는.
"
happy,"군대에서 있을 때 그거갖고 씨 나도 자다가 벽으로 처맞았어. l/ 
"
happy,"l/ 나도 배게 날아오드라.
"
happy,"c/ 그 배게 날아오고 맞고 깼는데 거기서 관등성명 대잖아.
"
neutral,"그리고 집에 지금 요즘에 집에 있으면서 어머니한테 얘기 들어보면은 코는 안 고는 거 같애.
"
neutral,"얼마 전에 술 드립따 먹고 l/ 그때 코 갑자기 엄청 골았다고 얘기하시는 거 보면은 코 고는 건 없고 그 뭐야 집에 막 지니나 막 그런 거 없어?
"
neutral,"집에 있었지 한때.
"
neutral,"우리 아버지 코골이 때문에 없앴지.
"
neutral,"걔도 아까 비슷했어.
"
neutral,"으음 그 뭐야 지니랑 그거 저거 애플 시리.
"
neutral,"특히 시리는 내 친구 이름이 슬기거든?
"
neutral,"걔랑 이제 그 디스코드로 이제 같이 게임하면서 이제 걔랑 이름을 부르고 있음 막 슬기 막 부르면 갑자기 옆에서 시리가 네 하고 그래.
"
neutral,"뭐 뭐여 이거 하고 그러고 상습적으로 그러니까 그 시리가 전원 꽃은 상태면 그게 얘가 지가 자동으로 하고 있거든.
"
neutral,"c/ 그래가지고 충전하고 있다 그냥 그거 뽑아버리고.
"
neutral,"요즘에는 n/ 나는 그 아이패드로 하니까.
"
neutral,"b/ 아이폰을 안 쓰니까 나는 그걸 모르겠어.
"
neutral,"아아아 맞다 맞다.
"
neutral,"응 n/ 거기다가 그 요즘에 집에 지금 지니 있단 말이야.
"
neutral,"내가 이름이 진호잖아.
"
happy,"l/ 어머님이 부르시면?
"
neutral,"부모님이 나 어 부모님이 부르면은 갑자기 이거 이 자식이 네 그러고 있어.
"
neutral,"그래 가지고 바꿨어, 명령어를.
"
neutral,"그니까 아마 원래가 헤이 지닌가 뭐 지니야?
"
neutral,"아 지니야 지니야 뭐 뭐해줘 이렇게 했지 그때.
"
neutral,"응 근데 그거를 보니까 여러 개 있더라고.
"
neutral,"뭐 기가 지니 뭐 이것저것 해가지고 기가 지니로 바꿨는데 그렇게 해보니까 또 다른 거 해.
"
neutral,"몰라, 뭐 뭐 그거랑 전혀 관련이 없는데 갑자기 네 하고 잘 모르겠어요 그러고 있어.
"
happy,"전에 우리 집에도 지니 썼을 때 되게 웃긴 일이 많았어, 막 우리 엄마가 지니야 뭐 오늘 날씨 알려줘 이러는데 지니가 잘 못 들었어요 계속 이 소리를 하다가 엄마가 됐어 하지 마 이러는데 저기 뭐지 우리 아버지한테 전화 겁니다 이러는 거야 얘가 갑자기.
"
happy,"l/ 지 맘대로네.
"
neutral,"그래가지고 얘 갖다 치워버리라 그러고 그 또 새벽에 어머니 아버지가 자주 깨셨어, 지니 때문에.
"
neutral,"갑자기 아무 소리도 안 나는데 지 혼자서 네 무엇을 도와드릴까요 이러는 거야, 새벽 한 3시쯤에 무섭지 그러면 당연히.
"
neutral,"그거 그거랑 그거 얼마 전에 그 나 혼자 산다 그거 보니까 김광규 다시 나오더만.
"
neutral,"추석 특집이라 나온 건가.
"
neutral,"으음 그때 잠깐 나왔을 거야 아마.
"
neutral,"음 거기서도 그거 하고 있더라고 살짝 그 양반 짠하게 AI랑 끝말잇기. l/
"
neutral,"그 지 짠해 그.
"
neutral,"끝말잇 어 짠하게 그 끝말잇기하면서 노는데 또 인식도 제대로 안돼가지고.
"
neutral,"그거 보니까 어우 안씨러.
"
neutral,"짠희 전에 그 짠한 사람이 광규 형이었지.
"
neutral,"거 b/ 아마 그 앞에 가 저기 그거 장미 여관?
"
neutral,"어어 그 육중완?
"
neutral,"아 그 양반은 근데 결혼해가지고 이제 그러고 이제 김광규도 나온지 꽤 됐는데 그러고 얼마 전에 나와가지고 그러고 그러고 놀고 있더라.
"
neutral,"집에 쇼파도 없드라 그분 보니까.
"
neutral,"그래 가지고 혼자 처량하게 그러고 있는데 참 그래 그냥.
"
neutral,"음 다 판 거 같애 그냥 자기가 필요 없다 생각하는 거는 다 팔아버린 거 같애.
"
happy,"도망갔다 잠깐만 l/ 그러면은 잠꼬대.
"
neutral,"하 부족한 거 없어.
"
neutral,"음 그 방금 지진 같은 거 있잖아.
"
neutral,"그때 지진을 직접 사고를 당하는 건 아닌데 집에서 전에 그 한 집이 한 13층 층?
"
neutral,"c/ 됐을 때 그때 맨날 바닥에 누워 있으면 바닥이 막 떨려.
"
neutral,"그래가지고 아버지 어머니한테 아버지 어머니 바닥 떨리는데 모르셨냐고 그 물어본단 말이야.
"
neutral,"c/ 근데 좀 있다가 뉴스에 뜨는데 이제 경주 그때 막 지진 나고 했다고 포항 쪽에 그러드라고 그래서 그거 보고 와 했는데 벽돌 막 떨어진 거 보고 좀 근데 아직도 경주 지진 안 끝났다 그러드라고.
"
fear,"c/ 미 여진으로 계속 한 3도짜리 가고 있는데 무서워. 
"
neutral,"아파트 무너질까 봐 진짜.
"
neutral,"아 그거 하니까 아 그 뭐야 익산에 있을 때 여기 아마 b/ 위치가 그때 어디 있을 땐가 올해 그 학교 안에 아 학교에 있을 때 일 거야 아마.
"
neutral,"그때 한참 이제 날 새고 학 회사에서 이제 잠깐 이제 잘라고 누웠다가 이랬는데 제일 크게 느꼈던 게 그거.
"
neutral,"그리고 흔들려가지고 저기 선반에 있던 휴지가 흔들려가지고 떨어졌어.
"
neutral,"한 번 그러고도 한 번 세게 한 번 온 적 있어.
"
neutral,"익산에 걔 온 적 있다 그랬지.
"
neutral,"c/ 지진은 지금 경주 쪽에 그 여진인지 모르겠는데 아마 계속 날 거야 그쪽에서 아마.
"
neutral,"계속 생길 것 같애 거기는.
"
neutral,"거기 음 그렇게 해가지고 계속 위로 올라오니까 그거는.
"
neutral,"무너지지 않기를 뭐 바래야겠지.
"
neutral,"그거랑 음 그 뭐야 어젠가 오늘 아침엔가?
"
neutral,"뉴스 하나 봤는데.
"
neutral,"아 유튜브였나 그게?
"
neutral,"화물차 이게 그니까 봤을 때는 그 점검을 제대로 안 한거 같애.
"
neutral,"어어 화물차.
"
neutral,"안 해가지고 음 그래가지고 브레이크를 밟았다는데 그 내리막 같은 데서 속도가 안 줄고 그냥 쫙 내려와 버린 거야, 근데 앞엔 사거리고.
"
neutral,"화물차 점검?
"
neutral,"브레이크 음.
"
neutral,"그래가지고 9중 추돌인가?
"
surprise,"야 어마어마하네.
"
neutral,"그래가지고 앞에 맨 첫 처음 박혔던 경차 받치고 날라갔어 차가.
"
neutral,"그거 그러고 막 그러고 이제 다 아작 났는데 그런 거 보면은 화물차들 보면은 그런단 말이야 얘네들 거의 그냥 깡패야 도로에서.
"
neutral,"그냥 막 가속하다가도 이제 솔직히 말해서 지네가 감속해야 되는데도 지네 등치있다고 밀어버리고 해가지고 사고 나는 거 많고 그리고 이제 그 얼마 전에 또 나왔던 게 적재하는데 적재하는 그 화물차들 뭐 끼우는 게 있대.
"
